Source,Target,None
8849,27518,{}
8849,33513,{}
8849,36660,{}
8849,38564,{}
8850,11308,{}
8850,11327,{}
8850,19947,{}
8850,23061,{}
8850,32325,{}
8850,35379,{}
8850,40344,{}
8850,48043,{}
8851,19386,{}
8851,21879,{}
8851,22782,{}
8851,25121,{}
8851,30387,{}
8851,35260,{}
8851,44549,{}
8851,45579,{}
8851,49203,{}
8852,10024,{}
8852,24678,{}
8852,24835,{}
8852,24884,{}
8852,26533,{}
8852,29004,{}
8852,29154,{}
8852,33951,{}
8852,36359,{}
8852,38457,{}
8853,9223,{}
8853,18499,{}
8853,22676,{}
8853,36850,{}
8854,41344,{}
8855,9245,{}
8855,9368,{}
8855,10150,{}
8855,10797,{}
8855,13568,{}
8855,13761,{}
8855,27112,{}
8855,27959,{}
8855,28855,{}
8855,29018,{}
8855,31871,{}
8855,32836,{}
8855,39831,{}
8856,20378,{}
8856,31262,{}
8856,31874,{}
8856,38623,{}
8856,38824,{}
8856,41523,{}
8857,10068,{}
8857,11148,{}
8857,11929,{}
8857,13492,{}
8857,13541,{}
8857,23591,{}
8857,30234,{}
8857,37267,{}
8857,40450,{}
8857,41960,{}
8858,11724,{}
8858,15956,{}
8858,18532,{}
8858,28607,{}
8858,29738,{}
8858,30069,{}
8858,31349,{}
8858,39003,{}
8858,40596,{}
8858,44488,{}
8858,47294,{}
8859,9004,{}
8859,14285,{}
8859,16336,{}
8859,16353,{}
8859,20870,{}
8859,25253,{}
8859,31062,{}
8860,9599,{}
8860,11941,{}
8860,32109,{}
8860,33028,{}
8860,33978,{}
8860,48435,{}
8861,19502,{}
8861,35343,{}
8861,38157,{}
8862,14982,{}
8862,17704,{}
8862,20382,{}
8862,21512,{}
8862,30456,{}
8862,32590,{}
8862,46449,{}
8863,16424,{}
8863,19716,{}
8863,26306,{}
8863,34076,{}
8863,47940,{}
8863,49127,{}
8864,13913,{}
8864,14151,{}
8864,42633,{}
8865,15955,{}
8865,16601,{}
8865,17092,{}
8865,28662,{}
8865,37689,{}
8865,42836,{}
8865,44584,{}
8866,13652,{}
8866,25209,{}
8866,27777,{}
8866,35779,{}
8867,10476,{}
8867,24681,{}
8867,28641,{}
8867,35509,{}
8867,35517,{}
8867,38660,{}
8867,41508,{}
8867,46460,{}
8868,10986,{}
8868,24684,{}
8868,26404,{}
8868,38485,{}
8868,41999,{}
8868,43984,{}
8868,44060,{}
8868,47746,{}
8868,48019,{}
8868,48219,{}
8869,10762,{}
8869,13170,{}
8869,17091,{}
8869,22617,{}
8869,25074,{}
8869,26710,{}
8870,10007,{}
8870,26037,{}
8870,27134,{}
8870,36523,{}
8870,41218,{}
8871,9078,{}
8871,9974,{}
8871,10318,{}
8871,11754,{}
8871,32141,{}
8871,36325,{}
8871,39028,{}
8871,43539,{}
8872,10083,{}
8872,23308,{}
8872,41037,{}
8873,10417,{}
8873,11398,{}
8873,12327,{}
8873,18548,{}
8873,25006,{}
8873,36471,{}
8874,19175,{}
8874,20514,{}
8874,27532,{}
8874,28835,{}
8874,35496,{}
8874,35878,{}
8874,39887,{}
8875,12289,{}
8875,15002,{}
8875,29644,{}
8875,40522,{}
8875,40649,{}
8876,12378,{}
8876,12802,{}
8876,16305,{}
8876,17684,{}
8876,33675,{}
8876,34235,{}
8876,36341,{}
8876,38802,{}
8876,41851,{}
8876,48366,{}
8877,26258,{}
8877,26713,{}
8878,16728,{}
8878,21475,{}
8878,23049,{}
8878,37528,{}
8879,16406,{}
8881,20018,{}
8881,22830,{}
8881,23778,{}
8881,28955,{}
8881,37451,{}
8881,41051,{}
8882,10116,{}
8882,11078,{}
8882,12823,{}
8882,13291,{}
8882,35035,{}
8883,11294,{}
8883,12387,{}
8883,36824,{}
8883,47172,{}
8883,47813,{}
8884,17564,{}
8884,33643,{}
8884,45232,{}
8885,19593,{}
8885,39950,{}
8885,43084,{}
8886,9313,{}
8886,17723,{}
8886,25834,{}
8886,26692,{}
8886,31352,{}
8887,8981,{}
8887,11080,{}
8887,18910,{}
8888,13203,{}
8888,15656,{}
8888,16823,{}
8888,16949,{}
8888,17602,{}
8888,19961,{}
8888,20257,{}
8888,21049,{}
8888,23103,{}
8888,23222,{}
8888,24289,{}
8888,31875,{}
8888,32024,{}
8888,34955,{}
8888,45475,{}
8888,48950,{}
8888,48991,{}
8889,11475,{}
8889,11826,{}
8889,12961,{}
8889,13086,{}
8889,14504,{}
8889,21182,{}
8889,28441,{}
8889,29344,{}
8889,30321,{}
8889,33534,{}
8889,35507,{}
8889,43893,{}
8889,45521,{}
8890,12799,{}
8890,14913,{}
8890,15419,{}
8890,18248,{}
8890,21271,{}
8890,21931,{}
8890,22120,{}
8890,23283,{}
8890,26870,{}
8890,32618,{}
8890,41421,{}
8890,42816,{}
8890,47006,{}
8892,12412,{}
8892,13403,{}
8892,17581,{}
8892,21642,{}
8892,23458,{}
8892,33163,{}
8892,47967,{}
8893,22454,{}
8893,25161,{}
8893,25410,{}
8893,28444,{}
8893,43188,{}
8893,47193,{}
8894,11796,{}
8894,12411,{}
8894,12663,{}
8894,13965,{}
8894,14520,{}
8894,25819,{}
8894,29084,{}
8894,32011,{}
8894,34911,{}
8894,34987,{}
8894,39679,{}
8895,9957,{}
8895,12936,{}
8895,13042,{}
8895,13995,{}
8895,14366,{}
8895,15359,{}
8895,18455,{}
8895,21270,{}
8895,21501,{}
8895,25188,{}
8895,33575,{}
8895,34142,{}
8895,43106,{}
8895,45746,{}
8895,46541,{}
8895,46762,{}
8896,12062,{}
8896,19463,{}
8897,9773,{}
8897,11899,{}
8897,12783,{}
8897,22220,{}
8897,33744,{}
8898,18276,{}
8898,23331,{}
8898,25082,{}
8898,35414,{}
8898,37648,{}
8898,39700,{}
8899,11262,{}
8899,13218,{}
8899,13822,{}
8899,14966,{}
8899,17641,{}
8899,18692,{}
8899,23009,{}
8899,23825,{}
8899,32747,{}
8899,34178,{}
8899,40168,{}
8900,11495,{}
8900,15757,{}
8900,41167,{}
8900,47540,{}
8901,9713,{}
8901,10550,{}
8901,15401,{}
8901,21911,{}
8901,22173,{}
8901,23343,{}
8901,29190,{}
8901,30784,{}
8901,35019,{}
8903,9565,{}
8903,11248,{}
8903,11411,{}
8903,14751,{}
8903,17177,{}
8903,26900,{}
8903,35192,{}
8903,38598,{}
8904,27876,{}
8905,9752,{}
8905,18102,{}
8905,19965,{}
8905,23183,{}
8905,30458,{}
8905,37971,{}
8905,41721,{}
8905,41984,{}
8905,42636,{}
8905,45402,{}
8905,46610,{}
8905,47407,{}
8906,9251,{}
8906,17526,{}
8906,22493,{}
8906,28382,{}
8906,29098,{}
8906,30766,{}
8906,31317,{}
8906,32088,{}
8906,39095,{}
8906,43029,{}
8906,45041,{}
8906,48758,{}
8907,9315,{}
8907,13939,{}
8907,18027,{}
8907,31526,{}
8907,35350,{}
8907,48368,{}
8908,9853,{}
8908,15663,{}
8908,19231,{}
8908,19791,{}
8908,19972,{}
8908,23170,{}
8908,24825,{}
8908,36102,{}
8908,37406,{}
8908,42145,{}
8908,44853,{}
8909,11058,{}
8909,11078,{}
8909,18905,{}
8909,24242,{}
8909,26618,{}
8909,30687,{}
8909,34351,{}
8909,34384,{}
8909,34751,{}
8909,44184,{}
8909,46349,{}
8909,46773,{}
8909,49904,{}
8910,9052,{}
8910,14116,{}
8910,16082,{}
8910,17658,{}
8910,21357,{}
8910,21698,{}
8910,33752,{}
8911,9268,{}
8911,14884,{}
8911,16531,{}
8911,18090,{}
8911,26144,{}
8911,37723,{}
8911,44543,{}
8912,28016,{}
8912,30852,{}
8912,38451,{}
8912,44488,{}
8913,12740,{}
8913,28904,{}
8913,35399,{}
8913,40454,{}
8913,45528,{}
8914,21167,{}
8914,29022,{}
8914,30906,{}
8914,40268,{}
8915,12365,{}
8915,20967,{}
8915,21593,{}
8915,25408,{}
8915,29492,{}
8915,42511,{}
8916,11336,{}
8916,41979,{}
8916,43539,{}
8917,12979,{}
8917,13228,{}
8918,13158,{}
8918,15719,{}
8918,16612,{}
8918,19104,{}
8918,20068,{}
8918,27956,{}
8918,38991,{}
8918,43077,{}
8919,16849,{}
8919,23082,{}
8919,41827,{}
8919,42782,{}
8920,13921,{}
8920,16282,{}
8920,18275,{}
8920,21964,{}
8920,22318,{}
8920,24336,{}
8920,35790,{}
8921,12442,{}
8921,13061,{}
8921,13866,{}
8921,14196,{}
8921,15372,{}
8921,16564,{}
8921,19162,{}
8921,28592,{}
8921,30541,{}
8922,19007,{}
8922,22632,{}
8922,41456,{}
8922,45692,{}
8923,17724,{}
8923,20723,{}
8923,26439,{}
8923,28129,{}
8923,30781,{}
8923,33050,{}
8923,47990,{}
8924,10922,{}
8924,13912,{}
8924,21202,{}
8924,21533,{}
8924,30667,{}
8924,36993,{}
8924,43438,{}
8925,12715,{}
8925,16052,{}
8925,22098,{}
8925,38255,{}
8925,38393,{}
8925,41755,{}
8926,11808,{}
8926,16898,{}
8926,20514,{}
8926,23686,{}
8926,27885,{}
8926,37333,{}
8926,46633,{}
8927,10331,{}
8927,11286,{}
8927,11358,{}
8927,16273,{}
8927,17106,{}
8927,17900,{}
8927,19152,{}
8927,24558,{}
8927,26144,{}
8927,35571,{}
8927,36368,{}
8927,38963,{}
8927,39600,{}
8927,43664,{}
8927,47081,{}
8928,10015,{}
8928,21513,{}
8928,22226,{}
8928,22338,{}
8928,22366,{}
8928,24771,{}
8929,13453,{}
8929,13693,{}
8929,14871,{}
8929,15938,{}
8929,17586,{}
8929,22065,{}
8929,23511,{}
8929,25296,{}
8929,28140,{}
8929,31260,{}
8929,34216,{}
8929,34516,{}
8929,35551,{}
8929,41221,{}
8929,43268,{}
8929,43330,{}
8929,49169,{}
8930,9464,{}
8930,10260,{}
8930,13777,{}
8930,35488,{}
8931,9638,{}
8931,11502,{}
8931,17516,{}
8931,24475,{}
8931,41393,{}
8932,10815,{}
8932,13898,{}
8932,14063,{}
8932,14620,{}
8932,18285,{}
8932,19255,{}
8932,19348,{}
8932,23594,{}
8932,32148,{}
8932,46982,{}
8933,11211,{}
8933,13800,{}
8933,20698,{}
8933,24423,{}
8933,26968,{}
8933,36038,{}
8933,46702,{}
8934,11022,{}
8934,12224,{}
8934,12244,{}
8934,12870,{}
8934,15018,{}
8934,15695,{}
8934,23737,{}
8934,24425,{}
8934,25097,{}
8934,27425,{}
8934,38822,{}
8935,26582,{}
8935,30444,{}
8935,31321,{}
8935,35923,{}
8935,36031,{}
8936,17467,{}
8936,21292,{}
8936,26877,{}
8936,29388,{}
8936,29685,{}
8936,30108,{}
8936,36650,{}
8937,9807,{}
8937,10424,{}
8937,13644,{}
8937,15424,{}
8937,19286,{}
8937,23276,{}
8937,28300,{}
8937,35589,{}
8938,10944,{}
8938,15393,{}
8938,16523,{}
8938,18550,{}
8938,21038,{}
8938,21500,{}
8938,32148,{}
8938,35252,{}
8938,38037,{}
8938,41747,{}
8938,43842,{}
8938,48855,{}
8938,49283,{}
8938,49741,{}
8939,15268,{}
8939,21042,{}
8939,31410,{}
8939,34021,{}
8939,44687,{}
8940,16226,{}
8940,33930,{}
8941,13795,{}
8941,16709,{}
8941,21000,{}
8941,21074,{}
8941,31723,{}
8941,33828,{}
8941,41372,{}
8941,46972,{}
8942,12328,{}
8942,14936,{}
8942,15133,{}
8942,19912,{}
8942,24154,{}
8942,41469,{}
8942,43400,{}
8942,49492,{}
8943,14105,{}
8943,26944,{}
8943,38198,{}
8943,42782,{}
8943,43553,{}
8943,49769,{}
8944,9069,{}
8944,16668,{}
8944,39093,{}
8945,30993,{}
8945,46339,{}
8946,10645,{}
8946,19340,{}
8946,39451,{}
8946,45946,{}
8947,15591,{}
8947,26196,{}
8947,27557,{}
8947,29945,{}
8947,42742,{}
8947,43294,{}
8948,9191,{}
8948,22048,{}
8948,28958,{}
8949,10203,{}
8949,14847,{}
8949,17896,{}
8949,30088,{}
8950,26617,{}
8950,37530,{}
8951,12195,{}
8951,31018,{}
8952,24481,{}
8952,28176,{}
8953,12800,{}
8953,14087,{}
8953,16091,{}
8953,18474,{}
8953,37233,{}
8954,12605,{}
8954,14867,{}
8954,19391,{}
8954,39192,{}
8954,45443,{}
8954,45808,{}
8955,16261,{}
8955,26596,{}
8955,40329,{}
8955,42785,{}
8955,43472,{}
8956,11306,{}
8956,12262,{}
8956,13823,{}
8956,17026,{}
8956,18261,{}
8956,30277,{}
8956,33791,{}
8956,39939,{}
8956,48590,{}
8957,14433,{}
8958,10297,{}
8958,16373,{}
8958,41944,{}
8959,12842,{}
8959,15785,{}
8959,20209,{}
8959,22990,{}
8959,32011,{}
8959,34083,{}
8959,34202,{}
8960,13921,{}
8960,15211,{}
8960,24636,{}
8960,24801,{}
8960,25394,{}
8960,45058,{}
8961,11095,{}
8961,15920,{}
8961,18725,{}
8961,32792,{}
8961,34949,{}
8961,40621,{}
8962,19229,{}
8962,19490,{}
8962,19642,{}
8962,20314,{}
8962,22407,{}
8962,25886,{}
8962,27926,{}
8962,30273,{}
8962,32609,{}
8962,46660,{}
8962,48269,{}
8963,12909,{}
8963,19813,{}
8963,20605,{}
8963,21236,{}
8963,21985,{}
8963,32008,{}
8963,41056,{}
8963,44688,{}
8964,11699,{}
8964,15240,{}
8964,20341,{}
8964,20702,{}
8964,26287,{}
8964,33527,{}
8964,33570,{}
8964,45873,{}
8965,13688,{}
8965,13967,{}
8965,17034,{}
8965,45596,{}
8966,11946,{}
8966,36800,{}
8967,9535,{}
8967,10436,{}
8967,13700,{}
8967,17803,{}
8967,20034,{}
8967,20572,{}
8967,28354,{}
8967,33145,{}
8968,37415,{}
8969,10509,{}
8969,21923,{}
8969,22574,{}
8969,26165,{}
8969,28334,{}
8969,31958,{}
8969,42900,{}
8970,12743,{}
8970,16890,{}
8970,22045,{}
8970,26962,{}
8970,29789,{}
8970,34300,{}
8970,36176,{}
8970,42289,{}
8970,44182,{}
8971,14857,{}
8971,19476,{}
8972,18340,{}
8972,18876,{}
8972,20797,{}
8972,22206,{}
8972,30702,{}
8972,47677,{}
8973,11003,{}
8973,17512,{}
8973,20425,{}
8973,34442,{}
8973,34553,{}
8973,37720,{}
8974,10976,{}
8974,11955,{}
8974,13279,{}
8974,14054,{}
8974,15525,{}
8974,15529,{}
8974,31804,{}
8974,36325,{}
8974,40256,{}
8974,44689,{}
8975,9380,{}
8975,17801,{}
8975,36049,{}
8975,37336,{}
8976,9510,{}
8976,17366,{}
8976,18185,{}
8976,23825,{}
8976,30716,{}
8976,34525,{}
8977,10222,{}
8977,12420,{}
8977,19715,{}
8977,21837,{}
8977,25220,{}
8977,25288,{}
8977,27458,{}
8977,28461,{}
8977,29057,{}
8977,36010,{}
8977,37030,{}
8977,37815,{}
8977,41598,{}
8977,43033,{}
8977,44288,{}
8978,9776,{}
8978,16600,{}
8978,24973,{}
8978,33348,{}
8978,39006,{}
8978,43012,{}
8978,46586,{}
8978,49738,{}
8979,23780,{}
8979,25707,{}
8979,42708,{}
8979,49399,{}
8980,11405,{}
8980,16728,{}
8980,26543,{}
8980,30473,{}
8980,32446,{}
8980,47030,{}
8981,12245,{}
8981,12944,{}
8981,15546,{}
8981,24028,{}
8981,34257,{}
8982,11673,{}
8982,12082,{}
8982,20358,{}
8982,24726,{}
8982,39904,{}
8982,44190,{}
8982,44300,{}
8983,13530,{}
8983,16768,{}
8983,31747,{}
8983,40698,{}
8984,10893,{}
8984,17932,{}
8984,18931,{}
8984,25546,{}
8984,27412,{}
8984,33151,{}
8985,12866,{}
8985,17057,{}
8985,19153,{}
8985,26116,{}
8985,28430,{}
8986,11182,{}
8986,16595,{}
8986,19591,{}
8986,23155,{}
8986,32898,{}
8986,36529,{}
8986,41462,{}
8986,49565,{}
8987,17490,{}
8987,23486,{}
8988,11595,{}
8988,13654,{}
8988,15927,{}
8988,18753,{}
8988,28556,{}
8988,37160,{}
8988,38200,{}
8988,42717,{}
8988,43317,{}
8989,9919,{}
8989,10932,{}
8989,16854,{}
8989,21040,{}
8989,21675,{}
8989,28092,{}
8989,44918,{}
8989,45595,{}
8989,48855,{}
8990,10558,{}
8990,14145,{}
8990,17628,{}
8990,25850,{}
8991,12087,{}
8991,15440,{}
8991,16197,{}
8991,16864,{}
8991,19369,{}
8991,20032,{}
8991,26909,{}
8991,28593,{}
8991,29757,{}
8991,47316,{}
8992,29344,{}
8992,32528,{}
8993,9301,{}
8993,12162,{}
8993,14009,{}
8993,14476,{}
8993,15117,{}
8993,15558,{}
8993,19362,{}
8993,23566,{}
8993,26698,{}
8993,29355,{}
8993,32168,{}
8993,40199,{}
8994,16577,{}
8994,22788,{}
8994,32322,{}
8994,48830,{}
8995,9732,{}
8995,11478,{}
8995,11917,{}
8995,14337,{}
8995,15113,{}
8995,16627,{}
8995,17792,{}
8995,19277,{}
8995,20311,{}
8995,22015,{}
8995,24180,{}
8995,24774,{}
8995,30444,{}
8995,30910,{}
8995,31987,{}
8995,32365,{}
8995,37168,{}
8995,40429,{}
8995,47365,{}
8996,10720,{}
8996,14587,{}
8996,14695,{}
8996,15396,{}
8996,15716,{}
8996,16440,{}
8996,17566,{}
8996,17910,{}
8996,22484,{}
8996,22676,{}
8996,26827,{}
8996,27837,{}
8996,31100,{}
8996,36497,{}
8996,41740,{}
8996,43522,{}
8996,44123,{}
8996,45176,{}
8997,16924,{}
8997,17847,{}
8997,29970,{}
8997,30863,{}
8997,32428,{}
8997,43970,{}
8998,9397,{}
8998,17941,{}
8998,28928,{}
8998,33281,{}
8998,39216,{}
8999,11616,{}
8999,12347,{}
8999,12994,{}
8999,16966,{}
8999,27998,{}
8999,28202,{}
8999,34826,{}
8999,34971,{}
8999,37413,{}
8999,43721,{}
8999,45185,{}
9000,10189,{}
9000,10260,{}
9000,10283,{}
9000,10792,{}
9000,11984,{}
9000,20305,{}
9000,21361,{}
9000,22450,{}
9000,23509,{}
9000,24619,{}
9000,25262,{}
9000,25366,{}
9000,26244,{}
9000,26939,{}
9000,28705,{}
9001,11532,{}
9001,15756,{}
9001,23882,{}
9001,23937,{}
9001,24726,{}
9001,32738,{}
9001,37470,{}
9001,37826,{}
9001,40721,{}
9001,46320,{}
9002,10318,{}
9002,11482,{}
9002,14474,{}
9002,14505,{}
9002,16612,{}
9002,21327,{}
9002,28202,{}
9002,39545,{}
9003,14460,{}
9003,15213,{}
9003,31002,{}
9003,44176,{}
9004,15543,{}
9004,20331,{}
9004,21518,{}
9004,21684,{}
9004,22500,{}
9004,27707,{}
9004,31869,{}
9004,45203,{}
9005,10980,{}
9005,11426,{}
9005,13975,{}
9005,28016,{}
9005,30434,{}
9005,35867,{}
9006,9903,{}
9006,12362,{}
9006,17439,{}
9006,32666,{}
9006,36764,{}
9007,11060,{}
9007,16363,{}
9007,16368,{}
9007,31489,{}
9007,33262,{}
9007,41278,{}
9007,44221,{}
9008,13562,{}
9008,18450,{}
9008,18845,{}
9008,23049,{}
9008,25380,{}
9008,25961,{}
9008,29333,{}
9008,31691,{}
9008,42613,{}
9008,47066,{}
9009,16090,{}
9009,17717,{}
9009,26391,{}
9009,39536,{}
9009,44048,{}
9010,9015,{}
9010,11212,{}
9010,13539,{}
9010,17334,{}
9010,17843,{}
9010,27549,{}
9010,33099,{}
9010,33333,{}
9010,35433,{}
9010,38734,{}
9010,47041,{}
9010,47632,{}
9011,9697,{}
9011,10160,{}
9011,13946,{}
9011,28339,{}
9011,39338,{}
9011,41819,{}
9011,48468,{}
9012,25025,{}
9012,25546,{}
9012,25750,{}
9012,40348,{}
9013,17789,{}
9013,24461,{}
9013,26323,{}
9013,29002,{}
9013,41467,{}
9013,47683,{}
9014,12967,{}
9014,18161,{}
9014,22932,{}
9014,23693,{}
9014,25359,{}
9014,41637,{}
9014,47450,{}
9015,11725,{}
9015,13806,{}
9015,16342,{}
9015,25967,{}
9015,28434,{}
9015,44342,{}
9015,47041,{}
9015,47463,{}
9016,9888,{}
9016,15130,{}
9016,20233,{}
9016,30599,{}
9016,34772,{}
9016,35892,{}
9016,38327,{}
9016,39135,{}
9016,46459,{}
9018,12361,{}
9018,17902,{}
9018,27981,{}
9019,9112,{}
9019,12033,{}
9019,25297,{}
9019,27788,{}
9019,31724,{}
9019,36011,{}
9019,36913,{}
9019,37417,{}
9019,41700,{}
9019,49858,{}
9020,15802,{}
9020,20453,{}
9020,26270,{}
9020,39389,{}
9021,10332,{}
9021,28397,{}
9021,28730,{}
9022,13198,{}
9022,19691,{}
9022,24724,{}
9022,25263,{}
9022,27135,{}
9022,31177,{}
9022,35546,{}
9022,38371,{}
9022,39265,{}
9023,12585,{}
9023,13453,{}
9023,16779,{}
9023,17590,{}
9023,20618,{}
9023,23316,{}
9023,24729,{}
9023,25197,{}
9023,25445,{}
9023,32584,{}
9023,38713,{}
9023,49752,{}
9024,24392,{}
9024,32010,{}
9024,42378,{}
9024,47510,{}
9024,48923,{}
9025,9191,{}
9025,23952,{}
9026,9574,{}
9026,11262,{}
9026,16498,{}
9026,20429,{}
9026,33396,{}
9026,36354,{}
9026,46321,{}
9026,48933,{}
9027,12943,{}
9027,17731,{}
9027,22099,{}
9027,26164,{}
9027,27010,{}
9027,32538,{}
9027,33867,{}
9027,34179,{}
9027,36763,{}
9027,37759,{}
9027,38792,{}
9027,43017,{}
9028,9133,{}
9028,13056,{}
9028,13740,{}
9028,22235,{}
9028,22237,{}
9028,25177,{}
9028,27109,{}
9028,29537,{}
9028,29906,{}
9028,31719,{}
9028,32293,{}
9028,32340,{}
9028,35203,{}
9028,35496,{}
9028,36280,{}
9028,38686,{}
9028,41690,{}
9029,14048,{}
9029,34818,{}
9029,37075,{}
9029,39062,{}
9030,29201,{}
9030,38801,{}
9030,47023,{}
9031,9997,{}
9031,26255,{}
9032,9933,{}
9032,16532,{}
9032,46122,{}
9033,10740,{}
9033,14625,{}
9033,20244,{}
9033,20846,{}
9033,23533,{}
9033,23583,{}
9033,27476,{}
9033,33016,{}
9033,40659,{}
9033,41413,{}
9033,41970,{}
9033,45847,{}
9034,9796,{}
9034,14039,{}
9034,16531,{}
9034,17012,{}
9034,17395,{}
9034,23150,{}
9034,24323,{}
9034,25942,{}
9034,27295,{}
9034,28397,{}
9034,35754,{}
9034,38439,{}
9034,42500,{}
9034,46122,{}
9035,11615,{}
9035,26382,{}
9035,45897,{}
9036,10350,{}
9036,17241,{}
9036,17242,{}
9036,20134,{}
9036,23443,{}
9036,31942,{}
9036,32280,{}
9036,41236,{}
9036,41802,{}
9036,49851,{}
9037,10912,{}
9037,24300,{}
9037,33991,{}
9037,35775,{}
9037,36050,{}
9037,38090,{}
9037,45066,{}
9038,9563,{}
9038,22086,{}
9038,37259,{}
9038,43611,{}
9039,10115,{}
9039,15455,{}
9039,24696,{}
9039,36336,{}
9039,39042,{}
9040,9638,{}
9040,20639,{}
9040,22581,{}
9040,25169,{}
9040,40585,{}
9040,41876,{}
9041,14003,{}
9041,21000,{}
9041,33137,{}
9042,12576,{}
9042,20049,{}
9042,35092,{}
9042,41260,{}
9042,41814,{}
9042,46631,{}
9042,47470,{}
9043,18455,{}
9043,25390,{}
9043,27303,{}
9043,34990,{}
9043,42733,{}
9043,46420,{}
9044,17103,{}
9044,18319,{}
9044,24716,{}
9044,30003,{}
9044,32675,{}
9044,37867,{}
9044,40386,{}
9044,46554,{}
9044,49014,{}
9045,13358,{}
9046,11613,{}
9046,30128,{}
9046,34249,{}
9046,38975,{}
9046,40915,{}
9046,46467,{}
9046,48391,{}
9047,10348,{}
9047,10876,{}
9047,20449,{}
9047,20564,{}
9047,39681,{}
9047,45645,{}
9047,49718,{}
9048,11295,{}
9048,12616,{}
9048,14807,{}
9048,26803,{}
9048,27834,{}
9048,38970,{}
9049,15401,{}
9049,19395,{}
9049,20934,{}
9049,23662,{}
9049,24079,{}
9049,24978,{}
9049,25613,{}
9049,25620,{}
9049,25944,{}
9049,29308,{}
9049,30269,{}
9049,36791,{}
9050,14630,{}
9050,49553,{}
9051,9794,{}
9051,9909,{}
9051,12046,{}
9051,14222,{}
9051,14557,{}
9051,15653,{}
9051,18422,{}
9051,23968,{}
9051,24263,{}
9051,33723,{}
9051,33950,{}
9051,34331,{}
9051,39116,{}
9051,42765,{}
9052,13568,{}
9052,15588,{}
9052,17227,{}
9052,21952,{}
9052,22094,{}
9052,23075,{}
9052,25221,{}
9052,27030,{}
9052,27830,{}
9052,27902,{}
9052,32800,{}
9052,35088,{}
9052,37597,{}
9052,40058,{}
9052,41342,{}
9052,41566,{}
9053,15264,{}
9053,15699,{}
9053,15832,{}
9053,21115,{}
9053,39873,{}
9054,15165,{}
9054,40092,{}
9054,49880,{}
9055,23087,{}
9055,31261,{}
9055,32345,{}
9056,9214,{}
9056,9907,{}
9056,12446,{}
9056,12756,{}
9056,15761,{}
9056,17410,{}
9056,20446,{}
9056,28795,{}
9056,29533,{}
9056,30980,{}
9056,43179,{}
9057,27410,{}
9057,35413,{}
9057,41732,{}
9058,14906,{}
9058,16376,{}
9058,17722,{}
9058,18664,{}
9058,39152,{}
9058,42238,{}
9058,43695,{}
9059,10199,{}
9059,13971,{}
9059,37776,{}
9059,49562,{}
9060,12356,{}
9060,16133,{}
9060,24896,{}
9060,33943,{}
9060,34745,{}
9060,41302,{}
9060,41753,{}
9060,43008,{}
9060,47904,{}
9061,9616,{}
9061,19959,{}
9061,26586,{}
9062,11671,{}
9062,28359,{}
9062,40951,{}
9063,16876,{}
9063,17291,{}
9063,22669,{}
9063,29578,{}
9063,33596,{}
9064,10140,{}
9064,16746,{}
9064,20310,{}
9064,40041,{}
9064,48495,{}
9065,18212,{}
9065,22618,{}
9065,27606,{}
9065,27751,{}
9065,29022,{}
9065,37042,{}
9066,9117,{}
9066,9383,{}
9066,15779,{}
9066,24987,{}
9066,27109,{}
9066,29905,{}
9066,30060,{}
9066,30951,{}
9066,32566,{}
9066,48178,{}
9067,11231,{}
9067,12691,{}
9067,21904,{}
9067,23269,{}
9067,38258,{}
9068,14083,{}
9068,27349,{}
9068,30408,{}
9068,40726,{}
9068,42379,{}
9068,43398,{}
9068,44435,{}
9069,10825,{}
9069,16581,{}
9069,20517,{}
9069,36701,{}
9069,43545,{}
9069,46613,{}
9070,49769,{}
9071,13447,{}
9071,24809,{}
9071,31491,{}
9071,37363,{}
9072,13533,{}
9072,19109,{}
9072,22307,{}
9072,24932,{}
9072,26845,{}
9072,31125,{}
9072,35502,{}
9072,39954,{}
9072,49865,{}
9073,14185,{}
9073,15175,{}
9073,17747,{}
9073,28404,{}
9073,29394,{}
9073,29439,{}
9073,37535,{}
9074,18410,{}
9074,24110,{}
9075,9251,{}
9075,12576,{}
9075,17184,{}
9075,21472,{}
9075,22636,{}
9075,36085,{}
9075,41092,{}
9076,11229,{}
9076,17807,{}
9076,20963,{}
9076,22681,{}
9076,23619,{}
9076,25398,{}
9077,20303,{}
9077,49444,{}
9078,9915,{}
9078,10259,{}
9078,12594,{}
9078,24736,{}
9078,28030,{}
9078,36788,{}
9078,41869,{}
9078,43268,{}
9078,44042,{}
9079,9891,{}
9079,21282,{}
9079,23735,{}
9079,24532,{}
9079,31803,{}
9079,44280,{}
9079,45602,{}
9080,14002,{}
9080,16837,{}
9080,18608,{}
9080,25738,{}
9080,31907,{}
9080,33838,{}
9080,37239,{}
9081,9556,{}
9081,22828,{}
9081,23357,{}
9081,35411,{}
9081,38827,{}
9082,9826,{}
9082,19485,{}
9082,37156,{}
9082,46387,{}
9083,9372,{}
9083,11162,{}
9083,13857,{}
9083,16364,{}
9083,19512,{}
9083,19764,{}
9083,22637,{}
9083,24025,{}
9083,30676,{}
9083,39855,{}
9083,43256,{}
9083,43662,{}
9084,14464,{}
9085,9267,{}
9085,11707,{}
9085,18129,{}
9085,19704,{}
9085,22098,{}
9085,22665,{}
9085,33766,{}
9085,36901,{}
